airfoil_name,coordinates,reynolds_number,angle_of_attack,lift_coefficient,drag_coefficient
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",204200.0,8.31,1.04,0.0177
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",204200.0,9.31,1.081,0.0221
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",204200.0,10.33,1.103,0.0282
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",204200.0,11.34,1.104,0.0326
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",204200.0,12.33,1.1,0.0382
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,-2.92,-0.006,0.0115
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,-1.89,0.097,0.0107
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,-0.88,0.198,0.0097
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,0.15,0.315,0.0085
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,1.16,0.416,0.0088
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,2.19,0.514,0.0092
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,3.2,0.616,0.0097
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,4.24,0.715,0.0107
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",303100.0,5.25,0.811,0.0112
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",100300.0,-2.93,0.069,0.0192
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",100300.0,-0.87,0.262,0.018
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",100300.0,0.15,0.364,0.0179
E193,"[(1.0, 0.0), (0.99661, 0.00051), (0.98674, 0.0022), (0.97108, 0.00522), (0.95023, 0.00932), (0.92452, 0.01415), (0.89414, 0.01957), (0.85945, 0.02558), (0.82096, 0.03214), (0.77923, 0.03914), (0.73484, 0.04642), (0.68859, 0.05381), (0.64052, 0.06112), (0.59186, 0.06808), (0.54306, 0.07436), (0.49458, 0.07954), (0.44673, 0.08332), (0.39979, 0.08551), (0.35402, 0.08603), (0.30967, 0.08487), (0.26696, 0.08213), (0.2262, 0.07805), (0.1878, 0.07284), (0.15218, 0.06663), (0.11967, 0.05957), (0.09061, 0.05181), (0.06525, 0.04352), (0.04383, 0.03487), (0.02652, 0.02608), (0.01344, 0.0174), (0.00465, 0.00915), (0.00026, 0.0019), (0.0, 0.0), (0.00129, -0.00375), (0.00819, -0.00838), (0.02044, -0.01252), (0.03791, -0.01588), (0.06049, -0.01841), (0.08801, -0.0201), (0.12026, -0.02098), (0.15697, -0.02112), (0.19778, -0.02061), (0.24227, -0.01955), (0.28998, -0.01807), (0.34035, -0.01628), (0.3928, -0.0143), (0.44672, -0.01224), (0.50145, -0.01019), (0.5563, -0.00824), (0.61059, -0.00645), (0.66364, -0.00486), (0.71479, -0.0035), (0.76339, -0.00239), (0.80882, -0.00153), (0.8505, -0.00091), (0.88788, -0.00048), (0.92048, -0.00018), (0.94794, 0.0001), (0.97003, 0.00032), (0.9864, 0.00034), (0.99655, 0.00014), (1.0, 0.0)]",100300.0,2.2,0.555,0.0206
